uniqueID	sentence_distance	paragraph_distance	animacy	gm	prev_ref	chain_id	content	fineRefForm	six_ref_form	five_ref_form	four_ref_form	three_ref_form	two_ref_form	UPOS	argumentType	vntheta
wsj_1705_36_109_55	same_sent	same_par	other	np-obj	name	8748	Lone Star	prop	n	n	n	n	nonp	PROPN PROPN		
wsj_1705_36_124_60	same_sent	same_par	other	np-subj	description	8765	the ad	defs	d	d	d	d	nonp	DET NOUN	ARG1	topic
wsj_1705_37_125_1	diff_sent	first_mention	other	np-subj	first_mention	8766	It	p	p	p	p	p	p	PRON	ARG1	
wsj_1705_38_109_11	diff_sent	different_par	other	np-obj	name	8748	Texas	prop	n	n	n	n	nonp	PROPN		
wsj_1705_39_5_5	first_mention	first_mention	other	np-subj	first_mention	8780	surviving Texas banking institutions	indefsmo	dsm	dm	dm	d	nonp	VERB SCONJ VERB NOUN	ARG0	agent
wsj_1705_39_109_3	diff_sent	same_par	other	np-obj	name	8748	Texas	prop	n	n	n	n	nonp	SCONJ	ARG0	theme
wsj_1705_39_5_9	same_sent	same_par	other	np-obj	description	8780	themselves	reflp	p	p	p	p	p	PRON	ARG1	patient
wsj_1705_39_109_20	same_sent	same_par	other	np-obj	name	8748	the state	defs	d	d	d	d	nonp	DET NOUN		
wsj_1705_40_36_15	first_mention	first_mention	other	np-obj	first_mention	8776	the Independent Bankers Association of Texas	prop	n	n	n	n	nonp	DET PROPN PROPN PROPN ADP PROPN		
wsj_1705_40_109_38	diff_sent	different_par	other	np-obj	description	8748	Texas	prop	n	n	n	n	nonp	PROPN		
wsj_1705_41_109_8	diff_sent	same_par	other	np-obj	name	8748	Texas	prop	n	n	n	n	nonp	PROPN		
wsj_1705_43_36_10	diff_sent	different_par	other	np-subj	name	8776	the trade group	defsmo	dsm	dm	dm	d	nonp	DET NOUN NOUN	ARG0	agent
wsj_1705_45_127_1	first_mention	first_mention	human	np-subj	first_mention	8768	Texans	indefs	d	d	d	d	nonp	NOUN	ARG0	experiencer
wsj_1705_47_4_3	first_mention	first_mention	other	subj-det	first_mention	8777	Young & Rubicam 's	prop	n	n	n	n	nonp	ADJ CCONJ PROPN PART		
wsj_1705_48_4_2	diff_sent	different_par	other	np-subj	name	8777	Young & Rubicam	prop	n	n	n	n	nonp	ADJ CCONJ PROPN	ARG0	agent
wsj_1705_48_112_22	first_mention	first_mention	other	np-obj	first_mention	8752	charges that it bribed Jamaican officials *PRO*-2 to win the Jamaica	indefl	dlm	dm	dm	d	nonp	NOUN SCONJ PRON VERB ADJ NOUN PART VERB DET PROPN PROPN NOUN NOUN NOUN ADP NUM	ARG1	actor2
wsj_1705_48_4_8	same_sent	same_par	other	np-subj	name	8777	it	p	p	p	p	p	p	PRON	ARG0	agent
wsj_1705_48_4_18	same_sent	same_par	other	np-obj	pronoun	8777	Jamaica Tourist Board	prop	n	n	n	n	nonp	PROPN PROPN NOUN		
wsj_1705_48_4_26	same_sent	same_par	other	np-subj	name	8777	it	p	p	p	p	p	p	PRON	ARG0	agent
wsj_1705_48_4_34	same_sent	same_par	other	subj-det	pronoun	8777	the tourist board 's	defsmo	dsm	dm	dm	d	nonp	DET NOUN NOUN PART		
wsj_1705_49_4_10	diff_sent	different_par	other	subj-det	description	8777	Young & Rubicam 's	prop	n	n	n	n	nonp	ADJ CCONJ PROPN PART		
wsj_1705_50_4_2	diff_sent	same_par	other	np-subj	name	8777	Young & Rubicam	prop	n	n	n	n	nonp	ADJ CCONJ PROPN	ARG0	
wsj_1705_50_112_8	diff_sent	different_par	other	np-obj	description	8752	the charges	defs	d	d	d	d	nonp	DET NOUN		
wsj_1705_51_3_1	first_mention	first_mention	other	np-subj	first_mention	8775	The board	defs	d	d	d	d	nonp	DET NOUN	ARG0	agent
wsj_1705_51_3_6	same_sent	same_par	other	subj-det	description	8775	its	p	p	p	p	p	p	PRON	ARG0	agent
wsj_1705_51_3_18	same_sent	same_par	other	subj-det	pronoun	8775	its	p	p	p	p	p	p	PRON		
wsj_1705_54_22_7	first_mention	first_mention	other	np-subj	first_mention	8774	Sunshine Biscuits Inc. , Woodbridge , N.J. ,	propmod	nm	nm	n	n	nonp	PROPN PROPN PROPN PROPN PROPN VERB PRON VERB	ARG0	agent
wsj_1705_54_22_9	same_sent	same_par	other	subj-det	name	8774	its	p	p	p	p	p	p	PRON		
wsj_1705_54_120_15	first_mention	first_mention	other	np-obj	first_mention	8761	its estimated $ 5 million *U* account	defsmo	dsm	dm	dm	d	nonp	PRON VERB SYM NUM NUM NOUN	ARG1	theme
wsj_1705_54_121_22	diff_sent	different_par	other	np-obj	name	8762	New York	prop	n	n	n	n	nonp	PROPN PROPN		
wsj_1705_55_120_1	diff_sent	same_par	other	np-subj	description	8761	The account	defs	d	d	d	d	nonp	DET NOUN	ARG1	
wsj_1705_55_121_11	diff_sent	same_par	other	np-obj	name	8762	New York	prop	n	n	n	n	nonp	PROPN PROPN		
wsj_1705_57_18_10	first_mention	first_mention	other	np-subj	first_mention	8772	MacNamara Clapp & Klein , a small New York shop ,	propmod	nm	nm	n	n	nonp	PROPN PROPN CCONJ PROPN DET ADJ PROPN PROPN NOUN AUX VERB	ARG0	agent
wsj_1705_57_121_8	diff_sent	different_par	other	np-obj	name	8762	New York	prop	n	n	n	n	nonp	PROPN PROPN		
wsj_1705_57_2_15	first_mention	first_mention	human	np-obj	first_mention	8773	magazine ad representatives	indefsmo	dsm	dm	dm	d	nonp	NOUN NOUN NOUN		recipient agent
wsj_1705_57_18_19	same_sent	same_par	other	np-obj	name	8772	it	p	p	p	p	p	p	PRON	ARG2	recipient
wsj_1705_57_2_27	same_sent	same_par	human	subj-det	description	8773	their	p	p	p	p	p	p	PRON		
wsj_1705_58_18_0	diff_sent	same_par	other	np-subj	pronoun	8772	It	p	p	p	p	p	p	PRON	ARG0	agent
wsj_1705_58_18_3	same_sent	same_par	other	np-subj	pronoun	8772	it	p	p	p	p	p	p	PRON	ARG0	agent
wsj_1705_58_18_6	same_sent	same_par	other	subj-det	pronoun	8772	its	p	p	p	p	p	p	PRON		
wsj_1705_59_1_0	first_mention	first_mention	other	np-obj	first_mention	8739	COKE	prop	n	n	n	n	nonp	NOUN		
wsj_1705_60_1_3	diff_sent	same_par	other	np-subj	name	8739	Coca - Cola Co.	prop	n	n	n	n	nonp	PROPN PROPN PROPN VERB	ARG0	agent
wsj_1705_60_1_6	same_sent	same_par	other	np-subj	name	8739	it	p	p	p	p	p	p	PRON	ARG0	agent
wsj_1705_60_17_27	first_mention	first_mention	other	np-obj	first_mention	8771	a new version of its 1971 `` I 'd like *PRO*-1 to teach the world *PRO*-2	prop	n	n	n	n	nonp	DET ADJ NOUN ADP PRON NUM SYM PRON AUX VERB PART VERB DET NOUN SCONJ VERB ADJ	ARG1	theme
wsj_1705_60_1_12	same_sent	same_par	other	subj-det	pronoun	8739	its	p	p	p	p	p	p	PRON		
wsj_1705_61_17_1	diff_sent	same_par	other	np-subj	name	8771	The ad	defs	d	d	d	d	nonp	DET NOUN	ARG1	
wsj_1730_1_70_0	first_mention	first_mention	other	np-subj	first_mention	8797	AFTERSHOCKS	indefs	d	d	d	d	nonp	PROPN	ARG0	
wsj_1730_2_67_22	first_mention	first_mention	other	np-obj	first_mention	8796	Tuesday 's temblor in the Bay area	defsmo	dsm	dm	dm	d	nonp	PROPN PART NOUN ADP DET PROPN NOUN		
wsj_1730_2_71_22	first_mention	first_mention	other	np-obj	first_mention	8798	the Bay area	defsmo	dsm	dm	dm	d	nonp	DET PROPN NOUN		
wsj_1730_2_70_35	diff_sent	different_par	other	np-subj	description	8797	three strong aftershocks , one measuring 5.0 on the Richter scale ,	indefl	dlm	dm	dm	d	nonp	NUM ADJ NOUN NUM VERB NUM ADP DET PROPN NOUN VERB DET	ARG0	Cause
wsj_1730_2_71_38	same_sent	same_par	other	np-obj	description	8798	the region	defs	d	d	d	d	nonp	DET NOUN	ARG1	Experiencer
wsj_1730_4_67_32	diff_sent	same_par	other	np-obj	description	8796	the tremor that *T*-1 left scores *PRO*-3 dead and injured	defl	dlm	dm	dm	d	nonp	DET NOUN PRON VERB NOUN ADJ CCONJ ADJ		
wsj_1730_6_72_0	first_mention	first_mention	human	np-subj	first_mention	8799	Bush	l	n	n	n	n	nonp	PROPN		
wsj_1730_6_71_6	diff_sent	same_par	other	np-obj	description	8798	the area	defs	d	d	d	d	nonp	DET NOUN	ARG1	
wsj_1730_6_81_12	first_mention	first_mention	other	np-obj	first_mention	8808	Washington	prop	n	n	n	n	nonp	PROPN		
wsj_1730_8_73_1	first_mention	first_mention	other	np-subj	first_mention	8800	The Senate	defs	d	d	d	d	nonp	DET PROPN	ARG0	Agent
wsj_1730_8_60_18	first_mention	first_mention	other	np-obj	first_mention	8795	a constitutional amendment sought * by Bush 0 *T*-1 to prohibit	indefl	dlm	dm	dm	d	nonp	DET ADJ NOUN VERB ADP PROPN PART VERB NOUN ADP DET PROPN NOUN	ARG1	Theme
wsj_1730_8_72_9	diff_sent	different_par	human	np-obj	name	8799	Bush	l	n	n	n	n	nonp	PROPN		
wsj_1730_9_60_2	diff_sent	same_par	other	np-subj	description	8795	the proposal	defs	d	d	d	d	nonp	DET NOUN	ARG0	agent
wsj_1730_9_90_12	first_mention	first_mention	other	np-subj	first_mention	8815	the 51 - 48 vote	defsmo	dsm	dm	dm	d	nonp	DET NUM NUM NOUN AUX	ARG1	
wsj_1730_10_90_0	diff_sent	same_par	other	np-subj	description	8815	It	p	p	p	p	p	p	PRON		
wsj_1730_11_72_18	diff_sent	different_par	human	np-subj	name	8799	Bush	l	n	n	n	n	nonp	PROPN	ARG0	
wsj_1730_12_73_11	diff_sent	different_par	other	np-obj	description	8800	the Senate	defs	d	d	d	d	nonp	DET PROPN		
wsj_1730_13_49_10	first_mention	first_mention	human	np-obj	first_mention	8792	four people	indefs	d	d	d	d	nonp	NUM NOUN		
wsj_1730_14_91_1	diff_sent	first_mention	other	np-subj	first_mention	8816	The reversal	defs	d	d	d	d	nonp	DET NOUN	ARG1	theme
wsj_1730_15_49_11	diff_sent	same_par	human	np-subj	description	8792	The `` Guildford Four , '' three Irishmen and an Englishwoman ,	propmod	nm	nm	n	n	nonp	DET SYM PROPN PROPN NUM PROPN CCONJ DET PROPN AUX AUX VERB		
wsj_1730_16_47_15	first_mention	first_mention	human	np-obj	first_mention	8791	Camilo Jose Cela , a Spanish writer	flmod	nm	nm	n	n	nonp	PROPN PROPN PROPN DET ADJ NOUN		
wsj_1730_17_47_0	diff_sent	same_par	human	subj-det	name	8791	His	p	p	p	p	p	p	PRON		
wsj_1730_18_47_12	diff_sent	same_par	human	np-obj	pronoun	8791	the 73 - year - old Cela	flmod	nm	nm	n	n	nonp	DET NUM NOUN ADJ PROPN ADP SYM	ARG1	
wsj_1730_19_76_3	first_mention	first_mention	other	np-obj	first_mention	8803	Pravda	prop	n	n	n	n	nonp	PROPN		
wsj_1730_19_77_16	first_mention	first_mention	human	np-obj	first_mention	8804	Soviet leader Gorbachev	lmod	nm	nm	n	n	nonp	PROPN NOUN PROPN		
wsj_1730_20_76_18	diff_sent	same_par	other	np-obj	name	8803	the Communist Party daily , viewed * as the Soviet Union 's most	defl	dlm	dm	dm	d	nonp	DET PROPN PROPN ADV VERB ADP DET PROPN PROPN PART ADV ADJ NOUN AUX VERB		
wsj_1730_20_85_14	first_mention	first_mention	other	subj-det	first_mention	8811	the Soviet Union 's	prop	n	n	n	n	nonp	DET PROPN PROPN PART		
wsj_1730_20_77_40	diff_sent	same_par	human	np-obj	name	8804	Gorbachev	l	n	n	n	n	nonp	PROPN		
wsj_1730_21_78_4	first_mention	first_mention	human	np-subj	first_mention	8805	East Germany 's new leader	defsmo	dsm	dm	dm	d	nonp	PROPN PROPN PART ADJ NOUN	ARG0	actor1
wsj_1730_22_78_26	diff_sent	same_par	human	subj-det	description	8805	leader Krenz 's	lmod	nm	nm	n	n	nonp	NOUN PROPN AUX		
wsj_1730_25_27_15	diff_sent	first_mention	other	np-obj	first_mention	8790	the crackdown , the fourth against activists in recent days	defl	dlm	dm	dm	d	nonp	DET NOUN DET NOUN ADP NOUN ADP ADJ NOUN	ARG1	location
wsj_1730_26_72_0	diff_sent	different_par	human	np-subj	name	8799	Bush	l	n	n	n	n	nonp	PROPN		actor1 NA
wsj_1730_26_81_3	diff_sent	different_par	other	np-obj	name	8808	Washington	prop	n	n	n	n	nonp	PROPN		
wsj_1730_26_92_6	first_mention	first_mention	other	subj-det	first_mention	8817	Spain 's	prop	n	n	n	n	nonp	PROPN PART		
wsj_1730_26_23_9	first_mention	first_mention	human	np-obj	first_mention	8789	Spain 's Prime Minister Gonzalez	flmod	nm	nm	n	n	nonp	PROPN PART PROPN PROPN PROPN		
wsj_1730_26_72_14	same_sent	same_par	human	np-subj	name	8799	the president	defs	d	d	d	d	nonp	DET PROPN	ARG0	agent
wsj_1730_26_92_24	same_sent	same_par	other	np-subj	name	8817	Madrid	prop	n	n	n	n	nonp	PROPN	ARG0	
wsj_1730_27_23_13	diff_sent	same_par	human	np-subj	name	8789	Gonzalez , who *T*-1 pledged *PRO*-2 to help *PRO* monitor voting in	flmod	nm	nm	n	n	nonp	INTJ PRON VERB PART VERB VERB VERB ADP PROPN AUX VERB		
wsj_1730_28_82_2	first_mention	first_mention	other	np-subj	first_mention	8809	The Galileo spacecraft	defsmo	dsm	dm	dm	d	nonp	DET PROPN NOUN	ARG1	theme
wsj_1730_28_19_17	first_mention	first_mention	human	np-subj	first_mention	8788	five astronauts aboard the space shuttle Atlantis	indefl	dlm	dm	dm	d	nonp	NUM NOUN ADP DET NOUN NOUN PRON	ARG0	agent
wsj_1730_29_82_2	diff_sent	same_par	other	np-subj	description	8809	The robot probe	defsmo	dsm	dm	dm	d	nonp	DET NOUN NOUN		
wsj_1730_29_19_31	diff_sent	same_par	human	np-obj	description	8788	the shuttle crew , which *T*-2 is *-3 to conduct a series of medical and	defl	dlm	dm	dm	d	nonp	DET NOUN NOUN PRON VERB PART VERB DET NOUN ADP ADJ CCONJ ADJ NOUN ADP PRON VERB NOUN PROPN ADP PROPN		
wsj_1730_30_83_2	first_mention	first_mention	other	np-subj	first_mention	8810	Argentina and Britain	prop	n	n	n	n	nonp	PROPN CCONJ PROPN	ARG0	actor1
wsj_1730_30_83_17	same_sent	same_par	other	np-subj	name	8810	the two nations	defsmo	dsm	dm	dm	d	nonp	DET NUM NOUN	ARG0	actor1
wsj_1730_31_83_5	diff_sent	same_par	other	np-subj	description	8810	they	p	p	p	p	p	p	PRON	ARG0	agent
wsj_1730_32_13_6	first_mention	first_mention	other	np-obj	first_mention	8787	the capital of Afghanistan	defsmo	dsm	dm	dm	d	nonp	DET NOUN ADP PROPN	ARG1	Destination
wsj_1730_32_85_18	diff_sent	different_par	other	np-subj	name	8811	the Soviet Union	prop	n	n	n	n	nonp	DET PROPN PROPN	ARG1	
wsj_1730_32_13_30	same_sent	same_par	other	subj-det	description	8787	Kabul 's	prop	n	n	n	n	nonp	PROPN PART		
wsj_1730_34_86_25	first_mention	first_mention	other	np-obj	first_mention	8812	Lebanon	prop	n	n	n	n	nonp	PROPN		
wsj_1730_34_86_34	same_sent	same_par	other	subj-det	name	8812	that nation 's	dists	dsm	dm	dm	d	nonp	DET NOUN PART	ARG0	actor1
wsj_1730_36_6_4	same_sent	first_mention	human	np-subj	first_mention	8794	GOP Sen. Specter of Pennsylvania	flmod	nm	nm	n	n	nonp	PROPN PROPN PROPN ADP PROPN	ARG0	agent
wsj_1730_36_6_7	same_sent	same_par	human	np-subj	name	8794	he	p	p	p	p	p	p	PRON	ARG0	agent
wsj_1730_36_88_16	first_mention	first_mention	human	np-obj	first_mention	8814	federal Judge Alcee Hastings	flmod	nm	nm	n	n	nonp	ADJ NOUN ADP NOUN	ARG1	source
wsj_1730_36_88_18	same_sent	same_par	human	subj-det	name	8814	his	p	p	p	p	p	p	PRON		
wsj_1730_37_6_11	diff_sent	same_par	human	np-subj	pronoun	8794	Specter , the vice chairman of the Senate 's evidence panel ,	flmod	nm	nm	n	n	nonp	ADV DET NOUN NOUN ADP DET PROPN PART NOUN NOUN VERB PRON	ARG0	agent
wsj_1730_37_73_8	diff_sent	different_par	other	subj-det	description	8800	the Senate 's	defs	d	d	d	d	nonp	DET PROPN PART		
wsj_1730_37_88_26	diff_sent	same_par	human	np-obj	pronoun	8814	the Miami jurist	defsmo	dsm	dm	dm	d	nonp	DET PROPN NOUN	ARG1	
wsj_1760_1_60_12	first_mention	first_mention	other	np-obj	first_mention	8841	the white - walled headquarters of the socalled Society of Orange Workers	defl	dlm	dm	dm	d	nonp	DET ADJ VERB NOUN ADP DET VERB NOUN ADP PROPN PROPN DET		
wsj_1760_1_59_12	first_mention	first_mention	human	np-obj	first_mention	8840	the socalled Society of Orange Workers	defsmo	dsm	dm	dm	d	nonp	DET VERB NOUN ADP PROPN PROPN		
wsj_1760_1_61_21	first_mention	first_mention	other	subj-det	first_mention	8842	South Africa 's	prop	n	n	n	n	nonp	PROPN PROPN PART		
wsj_1760_3_64_7	first_mention	first_mention	other	np-obj	first_mention	8845	Conradies , the general store ,	propmod	nm	nm	n	n	nonp	PROPN DET ADJ NOUN DET ADJ		
wsj_1760_3_58_19	first_mention	first_mention	human	np-obj	first_mention	8839	an elderly white woman	indefsmo	dsm	dm	dm	d	nonp	DET ADV ADJ NOUN	ARG2	beneficiary
wsj_1760_3_58_21	same_sent	same_par	human	subj-det	description	8839	her	p	p	p	p	p	p	PRON		
wsj_1760_4_66_10	first_mention	first_mention	other	np-obj	first_mention	8847	the Shell station	defsmo	dsm	dm	dm	d	nonp	DET PROPN NOUN		
wsj_1760_4_65_9	first_mention	first_mention	other	np-obj	first_mention	8846	Shell	prop	n	n	n	n	nonp	PROPN		
wsj_1760_5_60_29	diff_sent	different_par	other	np-obj	description	8841	the Orange Workers ' office -- just about the largest building in town ,	defl	dlm	dm	dm	d	nonp	DET PROPN PROPN PART NOUN ADV ADP DET ADJ NOUN ADP NOUN VERB ADP DET PROPN PROPN PROPN CCONJ DET NOUN PROPN PROPN PART		
wsj_1760_5_59_9	diff_sent	different_par	human	np-obj	description	8840	the Orange Workers '	defsmo	dsm	dm	dm	d	nonp	DET PROPN PROPN PART		
wsj_1760_5_68_18	first_mention	first_mention	other	np-obj	first_mention	8849	town	defs	d	d	d	d	nonp	NOUN		
wsj_1760_5_61_32	diff_sent	different_par	other	subj-det	name	8842	South Africa 's	prop	n	n	n	n	nonp	PROPN PROPN PART		
wsj_1760_6_57_6	first_mention	first_mention	other	np-obj	first_mention	8838	newsletters	indefs	d	d	d	d	nonp	NOUN	ARG1	product
wsj_1760_6_57_9	same_sent	same_par	other	np-obj	description	8838	them	p	p	p	p	p	p	PRON	ARG2	Theme
wsj_1760_11_62_9	first_mention	first_mention	other	np-obj	first_mention	8843	our own nation	defsmo	dsm	dm	dm	d	nonp	PRON ADJ NOUN	ARG1	theme2
wsj_1760_11_46_48	first_mention	first_mention	human	np-subj	first_mention	8828	Hendrik Verwoerd Jr. , son of the former prime minister and the leader of	flmod	nm	nm	n	n	nonp	PROPN PROPN PROPN NOUN ADP DET ADJ ADJ NOUN CCONJ DET NOUN ADP DET PROPN PROPN VERB ADP NUM	ARG0	agent
wsj_1760_11_81_36	first_mention	first_mention	human	np-obj	first_mention	8862	the former prime minister	defsmo	dsm	dm	dm	d	nonp	DET ADJ ADJ NOUN		
wsj_1760_11_59_48	same_sent	different_par	human	np-obj	description	8840	the Orange Workers , founded * in 1980	prop	n	n	n	n	nonp	DET PROPN PROPN VERB ADP NUM		
wsj_1760_12_59_0	diff_sent	different_par	human	np-subj	name	8840	They	p	p	p	p	p	p	PRON	ARG0	agent
wsj_1760_12_59_4	same_sent	same_par	human	subj-det	pronoun	8840	their	p	p	p	p	p	p	PRON		
wsj_1760_12_62_6	diff_sent	different_par	other	np-obj	description	8843	their own nation	defsmo	dsm	dm	dm	d	nonp	PRON ADJ NOUN	ARG1	theme
wsj_1760_13_72_3	first_mention	first_mention	other	np-subj	first_mention	8853	The pillars of apartheid	defsmo	dsm	dm	dm	d	nonp	DET NOUN ADP NOUN	ARG1	theme
wsj_1760_13_61_12	diff_sent	different_par	other	np-obj	name	8842	South Africa	prop	n	n	n	n	nonp	PROPN PROPN		
wsj_1760_13_56_15	first_mention	first_mention	other	np-subj	first_mention	8837	Johannesburg	prop	n	n	n	n	nonp	PROPN	ARG0	agent
wsj_1760_13_56_17	same_sent	same_par	other	subj-det	name	8837	its	p	p	p	p	p	p	PRON		
wsj_1760_13_61_36	same_sent	same_par	other	np-subj	name	8842	the government	defs	d	d	d	d	nonp	DET NOUN	ARG0	
wsj_1760_13_91_45	first_mention	first_mention	other	np-obj	first_mention	8872	the banned African National Congress	defsmo	dsm	dm	dm	d	nonp	DET VERB PROPN PROPN PROPN		
wsj_1760_14_68_16	diff_sent	different_par	other	np-obj	description	8849	Morgenzon , a sleepy town amid the corn fields of the eastern Transvaal ,	propmod	nm	nm	n	n	nonp	PROPN DET ADJ NOUN ADP DET NOUN NOUN ADP DET ADJ PROPN DET PROPN		
wsj_1760_14_71_15	first_mention	first_mention	other	np-obj	first_mention	8852	the eastern Transvaal	defsmo	dsm	dm	dm	d	nonp	DET ADJ PROPN		
wsj_1760_14_59_19	diff_sent	same_par	human	np-subj	pronoun	8840	the Orange Workers	defsmo	dsm	dm	dm	d	nonp	DET PROPN PROPN	ARG0	
wsj_1760_14_72_23	diff_sent	same_par	other	np-obj	description	8853	the pillars	defs	d	d	d	d	nonp	DET NOUN		
wsj_1760_15_59_25	diff_sent	different_par	human	np-subj	description	8840	The Orange Workers -- who *T*-1 take their name from William of Orange of	defl	dlm	dm	dm	d	nonp	DET PROPN PROPN PRON VERB PRON NOUN ADP PROPN ADP PROPN ADP DET PROPN DET NOUN ADP DET PROPN VERB NOUN VERB SCONJ DET NOUN	ARG0	agent
wsj_1760_15_55_35	first_mention	first_mention	other	np-subj	first_mention	8836	the solution to South Africa 's racial problems	defl	dlm	dm	dm	d	nonp	DET NOUN ADP PROPN PROPN PART ADJ NOUN	ARG1	
wsj_1760_15_61_33	diff_sent	different_par	other	subj-det	description	8842	South Africa 's	prop	n	n	n	n	nonp	PROPN PROPN PART		
wsj_1760_15_55_43	same_sent	same_par	other	np-subj	description	8836	it	p	p	p	p	p	p	PRON	ARG1	
wsj_1760_16_59_9	diff_sent	different_par	human	np-subj	description	8840	the Orange Workers	defsmo	dsm	dm	dm	d	nonp	DET PROPN PROPN	ARG1	theme
wsj_1760_17_59_0	diff_sent	same_par	human	subj-det	description	8840	Their	p	p	p	p	p	p	PRON		
wsj_1760_17_75_1	first_mention	first_mention	other	np-subj	first_mention	8856	Their idea	defs	d	d	d	d	nonp	PRON NOUN	ARG1	
wsj_1760_17_62_15	diff_sent	different_par	other	np-obj	description	8843	an entire nation	indefsmo	dsm	dm	dm	d	nonp	DET ADJ NOUN	ARG1	product
wsj_1760_18_75_0	diff_sent	same_par	other	np-subj	description	8856	This	distp	p	p	p	p	p	PRON	ARG1	theme
wsj_1760_19_59_15	diff_sent	same_par	human	np-obj	pronoun	8840	them	p	p	p	p	p	p	PRON	ARG1	theme
wsj_1760_20_59_1	diff_sent	same_par	human	subj-det	pronoun	8840	their	p	p	p	p	p	p	PRON		
wsj_1760_20_62_6	diff_sent	same_par	other	np-obj	description	8843	an Afrikaner homeland	indefsmo	dsm	dm	dm	d	nonp	DET PROPN NOUN		
wsj_1760_20_61_25	diff_sent	different_par	other	np-obj	name	8842	present - day South Africa	propmod	nm	nm	n	n	nonp	ADJ NOUN PROPN PROPN AUX		
wsj_1760_20_61_47	same_sent	same_par	other	subj-det	name	8842	the country 's	defs	d	d	d	d	nonp	DET NOUN PART		
wsj_1760_22_59_2	diff_sent	same_par	human	np-subj	pronoun	8840	The Orange Workers	defsmo	dsm	dm	dm	d	nonp	DET PROPN PROPN	ARG0	agent
wsj_1760_22_77_7	diff_sent	first_mention	other	np-obj	first_mention	8858	this preaching	dists	d	d	d	d	nonp	DET NOUN	ARG1	theme
wsj_1760_23_78_4	first_mention	first_mention	human	np-subj	first_mention	8859	farmer Johan Fischer	flmod	nm	nm	n	n	nonp	ADJ PROPN PROPN		
wsj_1760_23_78_6	same_sent	same_par	human	subj-det	name	8859	his	p	p	p	p	p	p	PRON		
wsj_1760_23_78_20	same_sent	same_par	human	subj-det	pronoun	8859	his	p	p	p	p	p	p	PRON		
wsj_1760_24_61_7	diff_sent	different_par	other	np-obj	description	8842	South Africa	prop	n	n	n	n	nonp	PROPN PROPN		
wsj_1760_26_78_1	diff_sent	same_par	human	np-subj	pronoun	8859	Mr. Fischer	titl	n	n	n	n	nonp	PROPN PROPN		Agent agent agent
wsj_1760_26_78_3	same_sent	same_par	human	subj-det	name	8859	his	p	p	p	p	p	p	PRON		
wsj_1760_26_78_8	same_sent	same_par	human	subj-det	pronoun	8859	his	p	p	p	p	p	p	PRON		
wsj_1760_26_78_16	same_sent	same_par	human	subj-det	pronoun	8859	his	p	p	p	p	p	p	PRON		
wsj_1760_27_53_8	first_mention	first_mention	human	np-subj	first_mention	8835	four white workers	indefsmo	dsm	dm	dm	d	nonp	NUM ADJ NOUN	ARG0	agent
wsj_1760_27_53_13	same_sent	same_par	human	subj-det	description	8835	their	p	p	p	p	p	p	PRON		
wsj_1760_27_53_18	same_sent	same_par	human	subj-det	pronoun	8835	their	p	p	p	p	p	p	PRON		
wsj_1760_27_53_21	same_sent	same_par	human	np-subj	pronoun	8835	they	p	p	p	p	p	p	PRON	ARG0	agent
wsj_1760_28_52_5	first_mention	first_mention	human	np-subj	first_mention	8834	Alida Verwoerd	fl	n	n	n	n	nonp	PROPN PROPN		
wsj_1760_28_52_7	same_sent	same_par	human	subj-det	name	8834	her	p	p	p	p	p	p	PRON		
wsj_1760_28_89_29	first_mention	first_mention	human	np-obj	first_mention	8870	the family	defs	d	d	d	d	nonp	DET NOUN		
wsj_1760_29_51_17	first_mention	first_mention	other	np-obj	first_mention	8833	a golf course	indefsmo	dsm	dm	dm	d	nonp	DET NOUN NOUN		
wsj_1760_30_50_1	first_mention	first_mention	human	np-subj	first_mention	8832	whites	indefs	d	d	d	d	nonp	NOUN	ARG0	agent
wsj_1760_30_50_8	same_sent	same_par	human	np-obj	description	8832	themselves	reflp	p	p	p	p	p	PRON		
wsj_1760_30_79_17	first_mention	first_mention	human	np-subj	first_mention	8860	consulting engineer Willem van Heerden	flmod	nm	nm	n	n	nonp	NOUN NOUN PROPN PROPN PROPN	ARG0	agent
wsj_1760_30_49_19	first_mention	first_mention	human	np-subj	first_mention	8831	whites	indefs	d	d	d	d	nonp	NOUN	ARG0	agent
wsj_1760_30_51_23	diff_sent	same_par	other	np-obj	description	8833	it	p	p	p	p	p	p	PRON	ARG1	product
wsj_1760_30_49_25	same_sent	same_par	human	np-obj	description	8831	themselves	reflp	p	p	p	p	p	PRON		
wsj_1760_31_79_12	diff_sent	different_par	human	np-subj	name	8860	he	p	p	p	p	p	p	PRON	ARG0	agent
wsj_1760_32_48_1	first_mention	first_mention	human	np-subj	first_mention	8830	The Afrikaner	defs	d	d	d	d	nonp	DET NOUN	ARG0	agent
wsj_1760_32_48_4	same_sent	same_par	human	subj-det	description	8830	his	p	p	p	p	p	p	PRON		
wsj_1760_33_59_1	diff_sent	different_par	human	subj-det	description	8840	their	p	p	p	p	p	p	PRON		
wsj_1760_33_59_10	same_sent	same_par	human	np-subj	pronoun	8840	the Orange Workers	defsmo	dsm	dm	dm	d	nonp	DET PROPN PROPN	ARG0	agent
wsj_1760_34_46_52	diff_sent	different_par	human	np-subj	name	8828	Mr. Verwoerd	titl	n	n	n	n	nonp	PROPN PROPN	ARG0	agent
